1.0	1.2243648607284971e-05
3.0	0.0
5.0	0.0
7.0	0.0
9.0	0.0
11.0	7.346189164370983e-05
13.0	0.0005509641873278236
15.0	0.002032445668809305
17.0	0.004591368227731864
19.0	0.009488827670645853
21.0	0.01494949494949495
23.0	0.020189776553412916
25.0	0.023544536271809
27.0	0.02756045301499847
29.0	0.03011937557392103
31.0	0.032812978267523725
33.0	0.03436792164064891
35.0	0.034306703397612485
37.0	0.03567799204162841
39.0	0.035237220691766144
41.0	0.03479644934190389
43.0	0.03303336394245485
45.0	0.03297214569941843
47.0	0.03157636975818794
49.0	0.03130700948882767
51.0	0.028931741659014385
53.0	0.028870523415977963
55.0	0.027707376798285888
57.0	0.026519742883379247
59.0	0.0683440465258647
61.0	0.023875114784205693
63.0	0.02300581573308846
65.0	0.02135292317110499
67.0	0.031147842056932967
69.0	0.021414141414141413
71.0	0.014851545760636669
73.0	0.014067952249770432
75.0	0.013578206305479033
77.0	0.012696663605754515
79.0	0.011631466176920723
81.0	0.010872359963269055
83.0	0.010933578206305479
85.0	0.010529537802265076
87.0	0.01051729415365779
89.0	0.009917355371900827
91.0	0.008619528619528619
93.0	0.007970615243342517
95.0	0.00839914294459749
97.0	0.0074808692990511174
99.0	0.007578818487909397
101.0	0.007076828895010713
103.0	0.006611570247933884
105.0	0.006097337006427916
107.0	0.006146311600857056
109.0	0.005644322007958371
111.0	0.004995408631772268
113.0	0.004591368227731864
115.0	0.004297520661157025
117.0	0.0040159167431894705
119.0	0.003697581879400061
121.0	0.0031833486378940925
123.0	0.0031098867462503827
125.0	0.0023140495867768596
127.0	0.0021916131007040096
129.0	0.0018487909397000306
131.0	0.0013590449954086318
133.0	0.0011753902662993572
135.0	0.0010284664830119375
137.0	0.00040404040404040404
139.0	0.00019589837771655954
141.0	0.0
143.0	0.0
145.0	0.0
147.0	0.0
149.0	0.0
